date,close
2016-12-26,960.72
2016-12-27,967.82
2016-12-28,972.63
2016-12-29,951.05
2016-12-30,959.13
2017-01-02,974.55
2017-01-03,991.13
2017-01-04,987.73
2017-01-05,999.72
2017-01-06,991.12
2017-01-09,991.69
2017-01-10,991.46
2017-01-11,1004.87
2017-01-12,1027.69
2017-01-13,1021.38
2017-01-16,1018.13
2017-01-17,1028.59
2017-01-18,1027.90
2017-01-19,1019.21
2017-01-20,1026.06
2017-01-23,1029.98
2017-01-24,1037.21
2017-01-25,1052.52
2017-01-26,1041.09
2017-01-27,1048.19
2017-01-30,1047.94
2017-01-31,1057.96
2017-02-01,1067.61
2017-02-02,1066.27
2017-02-03,1042.11
2017-02-06,1031.39
2017-02-07,1041.24
2017-02-08,1041.72
2017-02-09,1039.36
2017-02-10,1028.34
2017-02-13,1019.10
2017-02-14,1001.28
2017-02-15,988.94
2017-02-16,983.34
2017-02-17,975.78
2017-02-20,990.49
2017-02-21,993.59
2017-02-22,992.89
2017-02-23,985.21
2017-02-24,992.36
2017-02-27,994.01
2017-02-28,992.25
2017-03-01,998.61
2017-03-02,991.49
2017-03-03,991.73
2017-03-06,1007.52
2017-03-07,999.09
2017-03-08,999.00
2017-03-09,1023.03
2017-03-10,1032.72
2017-03-13,1037.41
2017-03-14,1027.45
2017-03-15,1033.06
2017-03-16,1038.19
2017-03-17,1015.49
2017-03-20,997.10
2017-03-21,1001.89
2017-03-22,995.29
2017-03-23,994.18
2017-03-24,984.69
2017-03-27,988.96
2017-03-28,976.49
2017-03-29,977.94
2017-03-30,975.60
2017-03-31,990.33
2017-04-03,989.13
2017-04-04,990.35
2017-04-05,1004.51
2017-04-06,1006.86
2017-04-07,1004.10
2017-04-10,994.65
2017-04-11,997.93
2017-04-12,972.30
2017-04-13,982.40
2017-04-14,993.11
2017-04-17,990.22
2017-04-18,985.00
2017-04-19,989.19
2017-04-20,985.43
2017-04-21,976.61
2017-04-24,983.74
2017-04-25,987.44
2017-04-26,964.10
2017-04-27,972.00
2017-04-28,955.82
2017-05-01,942.99
2017-05-02,942.75
2017-05-03,950.12
2017-05-04,953.12
2017-05-05,948.01
2017-05-08,939.57
2017-05-09,932.71
2017-05-10,926.33
2017-05-11,936.64
2017-05-12,933.01
2017-05-15,924.23
2017-05-16,922.88
2017-05-17,917.91
2017-05-18,929.57
2017-05-19,931.74
2017-05-22,915.81
2017-05-23,922.66
2017-05-24,924.25
2017-05-25,918.57
2017-05-26,913.02
2017-05-29,908.82
2017-05-30,909.39
2017-05-31,901.17
2017-06-01,906.73
2017-06-02,895.97
2017-06-05,897.00
2017-06-06,907.62
2017-06-07,910.78
2017-06-08,928.48
2017-06-09,935.51
2017-06-12,947.63
2017-06-13,958.27
2017-06-14,960.96
2017-06-15,973.79
2017-06-16,976.94
2017-06-19,973.43
2017-06-20,992.46
2017-06-21,997.59
2017-06-22,1000.57
2017-06-23,995.25
2017-06-26,995.55
2017-06-27,996.92
2017-06-28,1016.17
2017-06-29,1023.58
2017-06-30,1024.64
2017-07-03,1032.03
2017-07-04,1021.34
2017-07-05,1008.77
2017-07-06,1003.24
2017-07-07,1021.89
2017-07-10,1029.95
2017-07-11,1038.29
2017-07-12,1048.12
2017-07-13,1059.29
2017-07-14,1086.44
2017-07-17,1092.28
2017-07-18,1094.75
2017-07-19,1088.49
2017-07-20,1093.54
2017-07-21,1080.91
2017-07-24,1087.07
2017-07-25,1079.70
2017-07-26,1089.16
2017-07-27,1110.35
2017-07-28,1114.12
2017-07-31,1112.09
2017-08-01,1093.22
2017-08-02,1081.01
2017-08-03,1072.34
2017-08-04,1065.95
2017-08-07,1063.10
2017-08-08,1047.02
2017-08-09,1054.83
2017-08-10,1055.18
2017-08-11,1061.82
2017-08-14,1034.98
2017-08-15,1045.99
2017-08-16,1042.53
2017-08-17,1023.58
2017-08-18,1023.77
2017-08-21,1039.16
2017-08-22,1040.04
2017-08-23,1025.96
2017-08-24,1029.47
2017-08-25,1031.25
2017-08-28,1050.32
2017-08-29,1042.63
2017-08-30,1043.36
2017-08-31,1029.88
2017-09-01,1038.81
2017-09-04,1050.42
2017-09-05,1063.07
2017-09-06,1064.14
2017-09-07,1087.61
2017-09-08,1103.78
2017-09-11,1097.37
2017-09-12,1091.62
2017-09-13,1094.85
2017-09-14,1093.49
2017-09-15,1108.08
2017-09-18,1104.97
2017-09-19,1111.14
2017-09-20,1115.05
2017-09-21,1109.94
2017-09-22,1117.92
2017-09-25,1121.58
2017-09-26,1122.98
2017-09-27,1117.93
2017-09-28,1115.70
2017-09-29,1121.76
2017-10-02,1134.67
2017-10-03,1132.39
2017-10-04,1140.13
2017-10-05,1145.82
2017-10-06,1141.58
2017-10-09,1157.44
2017-10-10,1140.85
2017-10-11,1152.53
2017-10-12,1152.24
2017-10-13,1137.88
2017-10-16,1118.94
2017-10-17,1104.50
2017-10-18,1098.22
2017-10-19,1127.53
2017-10-20,1113.52
2017-10-23,1141.23
2017-10-24,1121.33
2017-10-25,1119.34
2017-10-26,1110.50
2017-10-27,1122.92
2017-10-30,1142.12
2017-10-31,1132.46
2017-11-01,1142.20
2017-11-02,1128.12
2017-11-03,1123.12
2017-11-06,1093.36
2017-11-07,1087.52
2017-11-08,1066.54
2017-11-09,1070.28
2017-11-10,1076.70
2017-11-13,1066.80
2017-11-14,1061.11
2017-11-15,1050.57
2017-11-16,1046.41
2017-11-17,1051.54
2017-11-20,1043.99
2017-11-21,1044.31
2017-11-22,1042.70
2017-11-23,1039.29
2017-11-24,1038.46
2017-11-27,1038.07
2017-11-28,1055.68
2017-11-29,1056.18
2017-11-30,1053.38
2017-12-01,1057.10
2017-12-04,1061.07
2017-12-05,1050.33
2017-12-06,1035.76
2017-12-07,1034.22
2017-12-08,1049.04
2017-12-11,1048.54
2017-12-12,1063.95
2017-12-13,1068.03
2017-12-14,1087.54
2017-12-15,1095.53
2017-12-18,1088.16
2017-12-19,1102.50
2017-12-20,1086.02
2017-12-21,1085.56
2017-12-22,1090.74
2017-12-25,1074.48
2017-12-26,1076.40
2017-12-27,1064.35
2017-12-28,1063.52
2017-12-29,1052.87
2018-01-01,1041.22
2018-01-02,1042.96
2018-01-03,1061.70
2018-01-04,1057.48
2018-01-05,1057.70
2018-01-08,1057.87
2018-01-09,1047.44
2018-01-10,1030.88
2018-01-11,1049.10
2018-01-12,1049.16
2018-01-15,1046.95
2018-01-16,1054.69
2018-01-17,1038.52
2018-01-18,1022.11
2018-01-19,1014.41
2018-01-22,1028.20
2018-01-23,1033.11
2018-01-24,1048.70
2018-01-25,1052.43
2018-01-26,1038.58
2018-01-29,1051.08
2018-01-30,1070.35
2018-01-31,1056.67
2018-02-01,1040.23
2018-02-02,1047.89
2018-02-05,1063.14
2018-02-06,1072.72
2018-02-07,1089.61
2018-02-08,1076.59
2018-02-09,1102.88
2018-02-12,1093.38
2018-02-13,1106.73
2018-02-14,1121.29
2018-02-15,1133.12
2018-02-16,1123.64
2018-02-19,1131.84
2018-02-20,1154.46
2018-02-21,1132.05
2018-02-22,1155.94
2018-02-23,1153.49
2018-02-26,1184.31
2018-02-27,1191.48
2018-02-28,1205.05
2018-03-01,1222.04
2018-03-02,1211.27
2018-03-05,1223.14
2018-03-06,1208.18
2018-03-07,1198.29
2018-03-08,1199.19
2018-03-09,1195.23
2018-03-12,1208.62
2018-03-13,1201.73
2018-03-14,1195.70
2018-03-15,1210.32
2018-03-16,1222.94
2018-03-19,1238.21
2018-03-20,1241.24
2018-03-21,1262.08
2018-03-22,1279.84
2018-03-23,1289.30
2018-03-26,1314.93
2018-03-27,1340.23
2018-03-28,1342.94
2018-03-29,1348.23
2018-03-30,1348.00
2018-04-02,1342.79
2018-04-03,1343.49
2018-04-04,1352.62
2018-04-05,1344.14
2018-04-06,1334.96
2018-04-09,1314.31
2018-04-10,1296.30
2018-04-11,1289.00
2018-04-12,1289.22
2018-04-13,1315.13
2018-04-16,1325.73
2018-04-17,1326.96
2018-04-18,1304.94
2018-04-19,1305.88
2018-04-20,1321.34
2018-04-23,1327.45
2018-04-24,1302.22
2018-04-25,1309.90
2018-04-26,1300.03
2018-04-27,1290.26
2018-04-30,1262.25
2018-05-01,1285.01
2018-05-02,1300.78
2018-05-03,1296.59
2018-05-04,1313.04
2018-05-07,1295.45
2018-05-08,1311.29
2018-05-09,1301.60
2018-05-10,1299.35
2018-05-11,1296.61
2018-05-14,1313.15
2018-05-15,1299.01
2018-05-16,1316.80
2018-05-17,1328.35
2018-05-18,1338.82
2018-05-21,1318.07
2018-05-22,1344.74
2018-05-23,1336.96
2018-05-24,1333.36
2018-05-25,1327.91
2018-05-28,1332.65
2018-05-29,1308.17
2018-05-30,1321.17
2018-05-31,1313.42
2018-06-01,1322.96
2018-06-04,1341.24
2018-06-05,1345.66
2018-06-06,1349.08
2018-06-07,1347.47
2018-06-08,1342.30
2018-06-11,1347.76
2018-06-12,1357.34
2018-06-13,1389.51
2018-06-14,1395.87
2018-06-15,1402.00
2018-06-18,1412.20
2018-06-19,1399.29
2018-06-20,1387.54
2018-06-21,1384.72
2018-06-22,1381.51
2018-06-25,1380.02
2018-06-26,1363.98
2018-06-27,1368.26
2018-06-28,1356.72
2018-06-29,1364.57
2018-07-02,1361.58
2018-07-03,1366.87
2018-07-04,1369.94
2018-07-05,1341.94
2018-07-06,1339.21
2018-07-09,1323.52
2018-07-10,1355.78
2018-07-11,1328.09
2018-07-12,1350.92
2018-07-13,1315.70
2018-07-16,1347.54
2018-07-17,1355.72
2018-07-18,1355.18
2018-07-19,1344.71
2018-07-20,1339.56
2018-07-23,1319.76
2018-07-24,1338.96
2018-07-25,1333.21
2018-07-26,1340.10
2018-07-27,1339.38
2018-07-30,1348.73
2018-07-31,1367.81
2018-08-01,1365.08
2018-08-02,1344.39
2018-08-03,1335.49
2018-08-06,1314.89
2018-08-07,1313.95
2018-08-08,1319.08
2018-08-09,1321.19
2018-08-10,1347.75
2018-08-13,1368.00
2018-08-14,1380.26
2018-08-15,1368.09
2018-08-16,1377.04
2018-08-17,1381.66
2018-08-20,1395.98
2018-08-21,1403.88
2018-08-22,1440.23
2018-08-23,1455.11
2018-08-24,1472.45
2018-08-27,1503.89
2018-08-28,1475.05
2018-08-29,1469.45
2018-08-30,1452.28
2018-08-31,1440.19
2018-09-03,1435.48
2018-09-04,1448.01
2018-09-05,1468.08
2018-09-06,1479.10
2018-09-07,1519.70
2018-09-10,1503.91
2018-09-11,1497.41
2018-09-12,1502.95
2018-09-13,1489.09
2018-09-14,1479.05
2018-09-17,1511.20
2018-09-18,1503.75
2018-09-19,1500.55
2018-09-20,1481.67
2018-09-21,1466.97
2018-09-24,1456.74
2018-09-25,1424.43
2018-09-26,1427.98
2018-09-27,1460.99
2018-09-28,1456.13
2018-10-01,1441.87
2018-10-02,1446.79
2018-10-03,1429.22
2018-10-04,1408.50
2018-10-05,1383.65
2018-10-08,1387.03
2018-10-09,1404.77
2018-10-10,1403.82
2018-10-11,1383.12
2018-10-12,1373.54
2018-10-15,1372.58
2018-10-16,1397.09
2018-10-17,1417.25
2018-10-18,1441.05
2018-10-19,1459.70
2018-10-22,1453.11
2018-10-23,1467.19
2018-10-24,1477.11
2018-10-25,1484.70
2018-10-26,1471.50
2018-10-29,1490.22
2018-10-30,1513.94
2018-10-31,1535.62
2018-11-01,1563.26
2018-11-02,1522.25
2018-11-05,1518.38
2018-11-06,1522.67
2018-11-07,1520.95
2018-11-08,1524.34
2018-11-09,1547.32
2018-11-12,1546.48
2018-11-13,1539.33
2018-11-14,1563.20
2018-11-15,1559.84
2018-11-16,1578.57
2018-11-19,1592.94
2018-11-20,1600.70
2018-11-21,1578.21
2018-11-22,1574.68
2018-11-23,1594.11
2018-11-26,1619.19
2018-11-27,1649.08
2018-11-28,1653.35
2018-11-29,1694.66
2018-11-30,1702.22
2018-12-03,1694.93
2018-12-04,1720.63
2018-12-05,1704.92
2018-12-06,1713.63
2018-12-07,1738.04
2018-12-10,1737.00
2018-12-11,1742.51
2018-12-12,1765.22
2018-12-13,1740.11
2018-12-14,1772.96
2018-12-17,1791.18
2018-12-18,1768.86
2018-12-19,1761.02
2018-12-20,1781.19
2018-12-21,1783.49
2018-12-24,1761.28
2018-12-25,1783.66
2018-12-26,1781.51
2018-12-27,1789.07
2018-12-28,1750.70
2018-12-31,1785.27
2019-01-01,1787.93
2019-01-02,1759.15
2019-01-03,1732.04
2019-01-04,1723.46
2019-01-07,1745.84
2019-01-08,1770.43
2019-01-09,1742.85
2019-01-10,1726.56
2019-01-11,1740.66
2019-01-14,1744.10
2019-01-15,1751.05
2019-01-16,1777.78
2019-01-17,1779.60
2019-01-18,1776.26
2019-01-21,1777.43
2019-01-22,1785.96
2019-01-23,1817.38
2019-01-24,1807.59
2019-01-25,1818.70
2019-01-28,1816.76
2019-01-29,1831.68
2019-01-30,1855.17
2019-01-31,1891.03
2019-02-01,1857.38
2019-02-04,1864.27
2019-02-05,1893.49
2019-02-06,1870.58
2019-02-07,1874.45
2019-02-08,1866.03
2019-02-11,1881.54
2019-02-12,1902.42
2019-02-13,1886.37
2019-02-14,1873.56
2019-02-15,1848.22
2019-02-18,1840.39
2019-02-19,1845.23
2019-02-20,1867.94
2019-02-21,1871.11
2019-02-22,1860.91
2019-02-25,1863.87
2019-02-26,1852.19
2019-02-27,1829.30
2019-02-28,1858.17
2019-03-01,1840.11
2019-03-04,1817.44
2019-03-05,1813.05
2019-03-06,1799.55
2019-03-07,1831.89
2019-03-08,1833.50
2019-03-11,1856.06
2019-03-12,1838.56
2019-03-13,1846.09
2019-03-14,1877.13
2019-03-15,1869.11
2019-03-18,1890.14
2019-03-19,1890.74
2019-03-20,1905.47
2019-03-21,1904.19
2019-03-22,1900.02
2019-03-25,1895.88
2019-03-26,1889.01
2019-03-27,1848.22
2019-03-28,1830.57
2019-03-29,1839.49
2019-04-01,1832.09
2019-04-02,1858.68
2019-04-03,1878.79
2019-04-04,1897.68
2019-04-05,1847.79
2019-04-08,1854.76
2019-04-09,1884.58
2019-04-10,1884.81
2019-04-11,1872.69
2019-04-12,1910.60
2019-04-15,1872.68
2019-04-16,1902.03
2019-04-17,1906.72
2019-04-18,1908.02
2019-04-19,1936.15
2019-04-22,1906.73
2019-04-23,1927.75
2019-04-24,1923.69
2019-04-25,1904.86
2019-04-26,1915.19
2019-04-29,1894.16
2019-04-30,1872.57
2019-05-01,1881.72
2019-05-02,1878.10
2019-05-03,1886.95
2019-05-06,1879.82
2019-05-07,1871.93
2019-05-08,1870.83
2019-05-09,1870.36
2019-05-10,1867.08
2019-05-13,1833.93
2019-05-14,1822.16
2019-05-15,1806.72
2019-05-16,1820.73
2019-05-17,1819.90
2019-05-20,1852.49
2019-05-21,1827.85
2019-05-22,1817.40
2019-05-23,1809.71
2019-05-24,1817.59
2019-05-27,1831.64
2019-05-28,1830.93
2019-05-29,1846.51
2019-05-30,1831.04
2019-05-31,1809.05
2019-06-03,1812.61
2019-06-04,1795.02
2019-06-05,1796.74
2019-06-06,1848.45
2019-06-07,1846.47
2019-06-10,1866.74
2019-06-11,1858.71
2019-06-12,1893.04
2019-06-13,1890.88
2019-06-14,1901.74
2019-06-17,1881.70
2019-06-18,1875.54
2019-06-19,1897.88
2019-06-20,1888.75
2019-06-21,1912.42
2019-06-24,1933.42
2019-06-25,1914.16
2019-06-26,1927.29
2019-06-27,1939.62
2019-06-28,1903.76
2019-07-01,1882.59
2019-07-02,1899.56
2019-07-03,1887.75
2019-07-04,1926.35
2019-07-05,1947.84
2019-07-08,1946.66
2019-07-09,1944.26
2019-07-10,1908.96
2019-07-11,1905.47
2019-07-12,1904.68
2019-07-15,1894.13
2019-07-16,1817.26
2019-07-17,1851.31
2019-07-18,1820.56
2019-07-19,1819.17
2019-07-22,1802.54
2019-07-23,1824.62
2019-07-24,1838.11
2019-07-25,1842.16
2019-07-26,1852.67
2019-07-29,1828.11
2019-07-30,1833.42
2019-07-31,1838.61
2019-08-01,1848.13
2019-08-02,1854.67
2019-08-05,1837.96
2019-08-06,1824.05
2019-08-07,1833.97
2019-08-08,1844.40
2019-08-09,1866.17
2019-08-12,1829.55
2019-08-13,1846.51
2019-08-14,1836.32
2019-08-15,1829.68
2019-08-16,1869.14
2019-08-19,1894.35
2019-08-20,1905.35
2019-08-21,1920.19
2019-08-22,1953.54
2019-08-23,1948.90
2019-08-26,1935.28
2019-08-27,1941.05
2019-08-28,1912.53
2019-08-29,1934.35
2019-08-30,1927.69
2019-09-02,1924.60
2019-09-03,1898.83
2019-09-04,1877.88
2019-09-05,1886.56
2019-09-06,1920.23
2019-09-09,1879.60
2019-09-10,1864.94
2019-09-11,1839.19
2019-09-12,1861.48
2019-09-13,1900.68
2019-09-16,1931.29
2019-09-17,1943.81
2019-09-18,1943.76
2019-09-19,1916.85
2019-09-20,1914.13
2019-09-23,1920.43
2019-09-24,1910.09
2019-09-25,1936.40
2019-09-26,1938.36
2019-09-27,1935.68
2019-09-30,1960.36
2019-10-01,1937.07
2019-10-02,1933.86
2019-10-03,1939.56
2019-10-04,1907.42
2019-10-07,1911.80
2019-10-08,1954.06
2019-10-09,1973.79
2019-10-10,1963.52
2019-10-11,1953.29
2019-10-14,1967.17
2019-10-15,1926.24
2019-10-16,1906.71
2019-10-17,1931.27
2019-10-18,1931.40
2019-10-21,1912.11
2019-10-22,1947.30
2019-10-23,1929.41
2019-10-24,1922.46
2019-10-25,1919.06
2019-10-28,1916.00
2019-10-29,1950.32
2019-10-30,1978.31
2019-10-31,1980.11
2019-11-01,1940.85
2019-11-04,1953.31
2019-11-05,1967.81
2019-11-06,1976.71
2019-11-07,1979.72
2019-11-08,1972.17
2019-11-11,1985.19
2019-11-12,1979.48
2019-11-13,1984.24
2019-11-14,2025.29
2019-11-15,2034.61
2019-11-18,2044.79
2019-11-19,2025.24
2019-11-20,2020.13
2019-11-21,2021.73
2019-11-22,2000.45
2019-11-25,1992.68
2019-11-26,2000.60
2019-11-27,2005.66
2019-11-28,1992.70
2019-11-29,1953.72
2019-12-02,1930.55
2019-12-03,1914.66
2019-12-04,1878.99
2019-12-05,1895.34
2019-12-06,1881.59
2019-12-09,1870.11
2019-12-10,1886.00
2019-12-11,1896.89
2019-12-12,1885.98
2019-12-13,1893.36
2019-12-16,1905.21
2019-12-17,1891.02
2019-12-18,1872.52
2019-12-19,1858.41
2019-12-20,1854.63
2019-12-23,1860.68
2019-12-24,1822.09
2019-12-25,1837.98
2019-12-26,1826.58
2019-12-27,1818.10
2019-12-30,1846.07
2019-12-31,1885.95
2020-01-01,1849.45
2020-01-02,1805.44
2020-01-03,1832.10
2020-01-06,1854.21
2020-01-07,1844.67
2020-01-08,1886.79
2020-01-09,1887.16
2020-01-10,1847.78
2020-01-13,1844.74
2020-01-14,1865.35
2020-01-15,1903.46
2020-01-16,1885.16
2020-01-17,1884.46
2020-01-20,1883.13
2020-01-21,1845.31
2020-01-22,1898.16
2020-01-23,1896.99
2020-01-24,1884.72
2020-01-27,1916.29
2020-01-28,1889.85
2020-01-29,1875.10
2020-01-30,1890.79
2020-01-31,1917.72
2020-02-03,1881.21
2020-02-04,1872.66
2020-02-05,1891.38
2020-02-06,1874.06
2020-02-07,1909.06
2020-02-10,1923.77
2020-02-11,1950.02
2020-02-12,1911.27
2020-02-13,1920.41
2020-02-14,1932.41
2020-02-17,1914.02
2020-02-18,1894.36
2020-02-19,1881.20
2020-02-20,1886.57
2020-02-21,1848.39
2020-02-24,1854.84
2020-02-25,1847.13
2020-02-26,1824.32
2020-02-27,1842.20
2020-02-28,1842.61
2020-03-02,1817.56
2020-03-03,1799.53
2020-03-04,1818.80
2020-03-05,1779.98
2020-03-06,1753.84
2020-03-09,1744.81
2020-03-10,1751.83
2020-03-11,1757.64
2020-03-12,1772.46
2020-03-13,1815.26
2020-03-16,1837.32
2020-03-17,1845.13
2020-03-18,1830.98
2020-03-19,1833.70
2020-03-20,1834.73
2020-03-23,1860.97
2020-03-24,1834.48
2020-03-25,1840.55
2020-03-26,1840.42
2020-03-27,1860.52
2020-03-30,1864.19
2020-03-31,1865.16
2020-04-01,1856.00
2020-04-02,1880.83
2020-04-03,1869.09
2020-04-06,1836.13
2020-04-07,1823.32
2020-04-08,1844.87
2020-04-09,1870.02
2020-04-10,1869.03
2020-04-13,1877.44
2020-04-14,1889.15
2020-04-15,1865.33
2020-04-16,1832.25
2020-04-17,1829.44
2020-04-20,1875.67
2020-04-21,1889.94
2020-04-22,1878.38
2020-04-23,1895.80
2020-04-24,1901.42
2020-04-27,1927.88
2020-04-28,1919.81
2020-04-29,1928.96
2020-04-30,1949.15
2020-05-01,1905.29
2020-05-04,1897.58
2020-05-05,1925.22
2020-05-06,1921.73
2020-05-07,1990.68
2020-05-08,1937.59
2020-05-11,1946.59
2020-05-12,1939.01
2020-05-13,1950.46
2020-05-14,1961.42
2020-05-15,1927.36
2020-05-18,1945.73
2020-05-19,1940.28
2020-05-20,1935.65
2020-05-21,1958.69
2020-05-22,1950.30
2020-05-25,1971.06
2020-05-26,1965.50
2020-05-27,1961.65
2020-05-28,1987.85
2020-05-29,1993.26
2020-06-01,1975.27
2020-06-02,1954.71
2020-06-03,1969.16
2020-06-04,1947.69
2020-06-05,1935.35
2020-06-08,1930.52
2020-06-09,1931.12
2020-06-10,1918.13
2020-06-11,1883.97
2020-06-12,1887.29
2020-06-15,1891.47
2020-06-16,1880.90
2020-06-17,1905.76
2020-06-18,1882.03
2020-06-19,1906.73
2020-06-22,1929.77
2020-06-23,1929.52
2020-06-24,1965.52
2020-06-25,1955.43
2020-06-26,1959.39
2020-06-29,1970.06
2020-06-30,1982.01
2020-07-01,2017.94
2020-07-02,2017.58
2020-07-03,2002.04
2020-07-06,1973.33
2020-07-07,1991.57
2020-07-08,1979.00
2020-07-09,1964.94
2020-07-10,1978.75
2020-07-13,1974.75
2020-07-14,1965.23
2020-07-15,1977.41
